,Date,TR ID,Subject_1,Subject_2,Ratio
0,2023-10-16,"('267303827175-27',)","exchange of views on natural gas/lng, renewable energy/hydrogen and nuclear energy/fusion.","eu - japan trade relations, wto, economic security",30.0
0,2023-03-06,"('319148015141-55',)",panel: energy partner informal conversation,"sustainable finance, current economic environment",30.0
0,2021-03-03,"('366117914426-10',)",data flows,"amazon's commitment to sustainability, renewable energy procurement and experience with corporate power purchase agreements and policies related to transportation electrification. goals of the climate pledge and the european green deal.",30.0
1,2021-10-13,"('48544465107-88',)",sustainable corporate governance,fit for 55,30.0
0,2021-10-27,"('33858106461-10',)","demography, rural areas, ageing, conference on the future of europe",state of play of the economic situation in the cee region,30.0
0,2024-01-31,"('1771817758-48',)",clean energy and other innovations,green industrial policy agenda,30.0
0,2024-11-20,"('049566047779-57',)","repowereu completion, eu energy markets winter outlook, green h2 project update",courtesy meeting with trafigura's newly elected ceo richard holtum,30.0
0,2019-12-04,"('8999533555-91',)",research and innovation,meeting with ceo of bosch,30.0
0,2021-06-30,"('7193977808-18', '0649790813-47')",automotive in the fit for 55 package,decarbonisation of road transport,30.0
0,2020-02-18,"('366117914426-10',)","illegal content online, hate speech, ai",skills and platform economy,30.0
0,2022-11-14,"('2732167674-76',)",revision of the reach regulation,introductory meeting,30.0
7,2021-11-09,"('3978240953-79',)","evp dombrovskis  delivered an intervention on the interlink between the eu recovery and trade policies from a business perspective, and had the opportunity to answer questions raised by the participants on those topics.","industrial strategy , digitalisation, resilience, fit for 55",30.0
0,2020-02-26,"('39966101835-69',)",the european green deal,"sustainable finance, taxation, energy policy",30.0
0,2023-06-27,"('40386322300-77',)","meeting to share perspectives on circular economy and on recent legislative proposals regarding consumers protection in the green transition: ecodesign, right to repair, empowering the consumers for the green transition, as well as to discuss ebay's","artificial intelligence act, digital services act, digital market act.",30.0
0,2022-09-06,"('383658039791-39',)","rule of law and the impact on the european single market,  due diligence and corporate responsibility in (global) supply chains, data protection / privacy shield","to exchange views on the progress towards a more circular economy, including on the forthcoming initiative under the circular economy action plan on packaging and packaging waste.",30.0
0,2022-09-20,"('054662633848-40',)","implementation of biodiversity policies, including preparation of biodiversity cop15 and cites cop19",one health and pandemic agreement,30.0
0,2020-06-09,"('0014082722-83',)","videoconference on skills, vocational education and training (vet) and sure.",enhancing cooperation with the western balkans and eastern partnership countries.,30.0
2,2023-05-24,"('03181945560-59',)","ai, disinformation, data act, dsa and dma","cybersecurity, cybersecurity skills academy",30.0
2,2022-11-10,"('3978240953-79',)","economic outlook, trade policy, economic crises response","business dialogue on energy crisis and energy investments, competitiveness, diversification of supplies, global partnerships and innovation",30.0
0,2023-06-06,"('79019799690-13',)",sustainable development and sme financing,"- global gateway
*      kfw's promotional platform for financing green hydrogen (ptx)
. - global gateway
*      kfw's promotional platform for financing green hydrogen (ptx)
. efsd+ guarantees guarantees",29.0
9,2021-01-26,"('36529354479-57',)",conference on the future of europe,rebuilding europe: the cultural and creative economy before and after covid-19,29.0
2,2023-09-26,"('389356530261-76',)",eu startup policy,on the competitiveness and sme relief agendas,29.0
0,2023-03-20,"('6504541970-40',)","green and digital transition
geopolitical shifts",an informal exchange of views about current topics regarding the automotive sector.,29.0
0,2021-11-25,"('479299526321-12',)",sustainable food systems,carbon farming and regenerative farming,29.0
0,2023-06-06,"('569885924378-48',)",introduce the work of the solar impulse foundation,to discuss on-going climate-related issues,29.0
0,2020-09-30,"('976985829492-08',)",to discuss digital services act.,"freedom of expression, fight against disinformation",29.0
0,2020-02-06,"('51773601133-57',)",discuss the automotive industry,digital policy,29.0
0,2023-06-26,"('976985829492-08',)","dsa, ai",artificial intelligence act.,29.0
4,2021-11-09,"('3978240953-79',)","energy prices, fit for 55, hydrogen and gas package.","evp dombrovskis  delivered an intervention on the interlink between the eu recovery and trade policies from a business perspective, and had the opportunity to answer questions raised by the participants on those topics.",29.0
1,2020-07-09,"('51773601133-57',)",truck automotive industry,decarbonisation of transports,29.0
0,2021-08-26,"('60974102057-03',)",sustainable finance taxonomy,taxonomy climate delegated act,29.0
0,2021-11-25,"('06698681039-26',)",platform workers,green deal and social aspects,29.0
0,2020-04-30,"('06698681039-26',)",commission work programme,the european green deal and economic recovery,29.0
0,2020-04-24,"('2732167674-76',)",clean aviation,follow-up to the 9 april 2020 call,29.0
1,2023-06-26,"('03181945560-59',)",artificial intelligence act.,digital,29.0
0,2023-01-10,"('165202837974-32',)",digital services act,"dsa, disinformation.",29.0
1,2022-06-14,"('141376015883-52',)","data act, ai act.",digital trade and sustainable consumption,29.0
0,2020-01-21,"('1771817758-48',)","5g, artificial intelligence, secure data",commissioner reynders' priorities,29.0
0,2020-02-04,"('03181945560-59',)",ec digital priorities,skills,29.0
2,2020-02-04,"('62536168216-12',)","sustainability, plastics and the green deal",exchange on audio-visual and media policy,29.0
0,2024-03-05,"('430008722431-29',)",code of conduct against hate speech and data protection,dma/dsa,29.0
0,2022-03-30,"('532331921544-33',)",media freedom act,"dma, market definition notice",29.0
0,2020-03-04,"('1274604847-34',)",industrial strategy and arfrica strategy,meeting the board of ek to discuss eu priorities in the coming years,29.0
0,2020-02-13,"('977869932377-59',)","horizon europe, partnerships",rdandi policy post-2020,29.0
0,2022-04-29,"('50674299591-83',)","support for ukrainian businesses, wto reform and eu's position on e-commerce and carbon pricing",discussion on the implementation of european green deal as well as private sector engagement on sustainability topics,29.0
0,2022-04-04,"('536843640609-08',)",conference on the future of europe,"meeting on migration project and human rights with emma claridge, development director.",29.0
2,2019-12-04,"('8999533555-91',)",meeting with ceo of bosch,ai - data economy,29.0
0,2020-02-12,"('33213703459-54',)","capital markets union, financial services",insurance sector's main challenges and how to contribute to the green deal,29.0
0,2022-04-26,"('18574111503-28',)",media freedom act,"political advertising, mfa, disinformation",29.0
0,2020-01-28,"('075071719925-75',)",exchange of views on the next circular economy action plan.,sustainability and ecodesign for printers,29.0
0,2023-05-24,"('58204758673-16',)",courtesy visit,"digital euro, psd2 review, and sanctions",29.0
0,2023-05-04,"('0014082722-83',)","corporate sustainability, due diligence, consumer law and better regulation","electricity market design, european hydrogen bank, net-zero industry act.",29.0
10,2022-10-12,"('389356530261-76',)",payments services,european innovation agenda,29.0
1,2020-02-17,"('28666427835-74',)",digital policy,exchange of views on the approach to platform governance and platform regulation,29.0
1,2022-10-06,"('0649790813-47',)",acea autumn reception,"supply chain, market access.",29.0
0,2023-05-24,"('03181945560-59',)","ai, disinformation, data act, dsa and dma","artificial intelligence, competition policy., competition policy.",29.0
1,2023-05-24,"('03181945560-59',)","ai, disinformation, data act, dsa and dma","artificial intelligence, competition policy.",29.0
0,2020-01-21,"('2732167674-76',)",quantum communication infrastructure and ai/data economy,exchange of views on eu space regulation,28.0
1,2020-01-21,"('2732167674-76',)",quantum communication infrastructure and ai/data economy,exchange of views on eu space regulation,28.0
0,2024-05-15,"('352551438039-39',)","eu-brazil cooperation in areas of climate, energy, bioeconomy and biotechnology",nuclear fuel supply chain,28.0
0,2019-12-11,"('508695011366-29', '907583825189-14')",development policy,minimum wage and collective bargaining,28.0
4,2023-05-16,"('5552918474-13',)",the green deal industrial plan and the eu's 2040 climate targets,"migration, cybersecurity, health, education",28.0
0,2023-06-07,"('28666427835-74',)","digital market act , artificial intelligence.",online youth protection,28.0
0,2020-10-20,"('71488206456-23',)","capital markets union action plan, consolidated tape",mifid ii/mifir and cmu,28.0
